ID,CONTEXT,SHAPE_OBJECT,SHAPE_DETAILS,WARE,PRODUCTION_PLACE,CONSERVATION,CHRONOLOGY,Context_Survey_Homogenized
11920,T12-153-4-A,Closed shape,wall,painted,Corinthian,Poor,Archaic/Hellenistic,T12-153-4
11921,T12-153-4-A,Closed shape,wall,painted,Local,Poor,Archaic/Hellenistic,T12-153-4
11922,T12-153-4-A,Open shape,wall,black glaze,Attic,Medium,Classical,T12-153-4
11923,T12-153-4-A,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-153-4
11924,T12-153-4-A,Open shape,wall,red glazed,Local,Poor,Archaic/Hellenistic,T12-153-4
11925,T12-153-4-A,Beehive,wall,plain,Local,Medium,Archaic/Hellenistic,T12-153-4
11926,T12-153-4-A,Beehive,wall,plain,Local,Medium,Archaic/Hellenistic,T12-153-4
11927,T12-153-4-A,Cup,handle,black glaze,Local,Poor,Archaic/Hellenistic,T12-153-4
11928,T12-153-4-A,Cooking pot,rim,cooking,Local,Poor,Classical,T12-153-4
11929,T12-153-4-A,Open shape,rim,black glaze,Local,Poor,Archaic,T12-153-4
11930,T12-153-4-A,Undetermined,handle,cooking,Local,Poor,Prehistoric,T12-153-4
11931,T12-153-4-A,Undetermined,rim,plain,Local,Poor,Archaic/Hellenistic,T12-153-4
11932,T12-153-4-A,Cooking pot,handle root,cooking,Local,Poor,Bronze Age,T12-153-4
11933,T12-153-4-A,Jug,base,cooking,Local,Poor,Classical,T12-153-4
11934,T12-153-4-A,Jug,rim + handle,cooking,Local,Poor,Classical,T12-153-4
11935,T12-153-4-A,Cooking pot,base,coarse,Local,Poor,Bronze Age,T12-153-4
11936,T12-153-4-A,Juglet,handle,black glaze,Local,Poor,Archaic/Hellenistic,T12-153-4
11937,T12-153-4-A,Pithos,handle,cooking,Local,Poor,Bronze Age,T12-153-4
11938,T12-153-4-A,Closed shape,rim,cooking,Local,Poor,Prehistoric,T12-153-4
11939,T12-153-4-A,Undetermined,handle,cooking,Local,Poor,Prehistoric,T12-153-4
11940,T12-153-4-A,Undetermined,rim,cooking,Local,Poor,Prehistoric,T12-153-4
11941,T12-153-4-A,Undetermined,base,plain,Local,Poor,Archaic/Hellenistic,T12-153-4
11942,T12-153-4-A,Undetermined,handle,cooking,Local,Poor,Prehistoric,T12-153-4
11943,T12-153-4-A,Undetermined,handle,cooking,Local,Poor,Prehistoric,T12-153-4
11944,T12-153-4-A,Cup,base,red glazed,Local,Poor,Archaic/Hellenistic,T12-153-4
11945,T12-153-4-A,Saltcellar,base,black glaze,Attic,Poor,Classical,T12-153-4
11946,T12-153-4-A,Undetermined,shoulder,plain,Local,Poor,Archaic/Hellenistic,T12-153-4
11947,T12-153-4-A,Cooking pot,handle,cooking,Local,Poor,Classical,T12-153-4
11948,T12-153-4-A,Amphora,handle,black glaze,Local,Medium,Archaic/Hellenistic,T12-153-4
11949,T12-153-4-A,Closed shape,handle root,plain,Local,Poor,Archaic/Hellenistic,T12-153-4
11950,T12-153-4-A,Undetermined,base,plain,Local,Poor,Archaic/Hellenistic,T12-153-4
11951,T12-153-4-A,Tile,edge,red glazed,Local,Poor,Archaic/Hellenistic,T12-153-4
11952,T12-153-4-A,Pithos,base,coarse,Local,Poor,Prehistoric,T12-153-4
11953,T12-153-4-A,Cup,handle,black glaze,Local,Poor,Archaic/Hellenistic,T12-153-4
11954,T12-153-4-A,Lekane,rim,black glaze,Local,Poor,Archaic/Hellenistic,T12-153-4
11955,T12-153-4-A,Undetermined,rim,cooking,Local,Poor,Prehistoric,T12-153-4
11956,T12-153-4-A,Olpe,base,brown glaze,Corinthian,Poor,Archaic,T12-153-4
11957,T12-153-4-A,Undetermined,rim,cooking,Local,Poor,Prehistoric,T12-153-4
11958,T12-153-4-A,Undetermined,rim,plain,Local,Poor,Archaic/Hellenistic,T12-153-4
11959,T12-153-4-A,Pithos,handle,plain,Local,Poor,Archaic/Hellenistic,T12-153-4
11960,T12-153-4-A,Cup,stem,plain,Local,Poor,Archaic/Hellenistic,T12-153-4
11961,T12-153-4-A,Bowl,rim,black glaze,Attic,Poor,Classical,T12-153-4
11962,T12-153-4-A,Pithos,handle,cooking,Local,Poor,Classical,T12-153-4
11963,T12-153-4-A,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-153-4
11964,T12-153-4-A,Amphora,rim,plain,Import,Poor,Classical,T12-153-4
11965,T12-153-4-A,Cup,rim,black glaze,Local,Poor,Archaic/Hellenistic,T12-153-4
11966,T12-153-4-A,Skyphos,base,black glaze,Local,Poor,Archaic/Hellenistic,T12-153-4
6189,T12-154-1-A,Krater,wall,black glaze,Local,Medium,Proto-Geometric,T12-154-1
10629,T12-154-1-D,Undetermined,wall,cooking,Local,Poor,Classical,T12-154-1
10630,T12-154-1-D,Undetermined,wall,cooking,Local,Poor,Archaic/Hellenistic,T12-154-1
10631,T12-154-1-D,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-154-1
10632,T12-154-1-D,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-154-1
10633,T12-154-1-D,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
10634,T12-154-1-D,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-1
10635,T12-154-1-D,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-1
10636,T12-154-1-D,Undetermined,wall,red glazed,Attic,Poor,Archaic/Hellenistic,T12-154-1
10637,T12-154-1-D,Undetermined,wall,plain,Corinthian,Poor,Archaic,T12-154-1
10638,T12-154-1-D,Open shape,wall,brown glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
10639,T12-154-1-D,Undetermined,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
10640,T12-154-1-D,Open shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-1
10641,T12-154-1-D,Undetermined,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-1
10642,T12-154-1-D,Undetermined,wall,red glazed,Attic,Poor,Archaic,T12-154-1
10643,T12-154-1-D,Tile,edge,plain,Local,Medium,Archaic/Hellenistic,T12-154-1
10644,T12-154-1-D,Undetermined,handle,coarse,Local,Poor,Archaic,T12-154-1
10645,T12-154-1-D,Loutrophoros,neck,black glaze,Attic,Medium,Classical,T12-154-1
10646,T12-154-1-D,Jug,handle,cooking,Import,Medium,Classical,T12-154-1
10647,T12-154-1-D,Cooking pot,lid,cooking,Import,Poor,Classical,T12-154-1
10648,T12-154-1-D,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
10649,T12-154-1-D,Tile,edge,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
10650,T12-154-1-D,Closed shape,wall,black glaze,Corinthian,Medium,Archaic/Hellenistic,T12-154-1
12045,T12-154-1-B,Amphora,wall,plain,Local,Poor,Archaic/Classical,T12-154-1
12046,T12-154-1-B,Amphora,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-1
12047,T12-154-1-B,Tile,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12048,T12-154-1-B,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-1
12049,T12-154-1-B,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12050,T12-154-1-B,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-154-1
12051,T12-154-1-B,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-154-1
12052,T12-154-1-B,Undetermined,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12053,T12-154-1-B,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12054,T12-154-1-B,Closed shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12055,T12-154-1-B,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12056,T12-154-1-B,Open shape,wall,red glazed,Local,Poor,Archaic/Hellenistic,T12-154-1
12057,T12-154-1-B,Undetermined,handle,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12058,T12-154-1-B,Amphora,handle root,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12059,T12-154-1-B,Cup,rim,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12060,T12-154-1-B,Closed shape,shoulder,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12061,T12-154-1-B,Undetermined,handle,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-1
12062,T12-154-1-B,Cup,handle,black glaze,Attic,Medium,Archaic/Hellenistic,T12-154-1
12063,T12-154-1-B,Cup,handle,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12064,T12-154-1-B,Drinking vessel,stem,plain,Local,Medium,Archaic/Classical,T12-154-1
12218,T12-154-1-C,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-154-1
12219,T12-154-1-C,Tile,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12220,T12-154-1-C,Pithos,wall,coarse,Local,Poor,Archaic/Hellenistic,T12-154-1
12221,T12-154-1-C,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12222,T12-154-1-C,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-1
12223,T12-154-1-C,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-1
12224,T12-154-1-C,Closed shape,wall,cooking,Local,Poor,Archaic/Hellenistic,T12-154-1
12225,T12-154-1-C,Amphora,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-1
12226,T12-154-1-C,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12227,T12-154-1-C,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-1
12228,T12-154-1-C,Lekane,wall,black glaze,Local,Medium,Archaic/Hellenistic,T12-154-1
12229,T12-154-1-C,Closed shape,wall,brown glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12230,T12-154-1-C,Undetermined,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12231,T12-154-1-C,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12232,T12-154-1-C,Closed shape,wall,red glazed,Local,Poor,Archaic/Hellenistic,T12-154-1
12233,T12-154-1-C,Closed shape,wall,cooking,Local,Poor,Prehistoric,T12-154-1
12234,T12-154-1-C,Table amphora,wall,painted,Import,Medium,Geometric/Archaic,T12-154-1
12235,T12-154-1-C,Skyphos,wall,painted,Local,Poor,Archaic,T12-154-1
12236,T12-154-1-C,Kados,rim,cooking,Local,Poor,Classical,T12-154-1
12237,T12-154-1-C,Table amphora,shoulder,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-1
12238,T12-154-1-C,Skyphos,rim,painted,Local,Medium,Geometric,T12-154-1
12239,T12-154-1-C,Undetermined,rim,black glaze,Import,Poor,Archaic/Hellenistic,T12-154-1
12240,T12-154-1-C,Jug,base,red glazed,Local,Poor,Archaic/Hellenistic,T12-154-1
12241,T12-154-1-C,Closed shape,base,cooking,Local,Poor,Prehistoric,T12-154-1
12320,T12-154-1-A,Exaleiptron,rim,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12321,T12-154-1-A,Closed shape,base,plain,Local,Medium,Archaic/Hellenistic,T12-154-1
12322,T12-154-1-A,Skyphos,rim,black glaze,Local,Medium,Geometric/Archaic,T12-154-1
12323,T12-154-1-A,Tile,edge,plain,Local,Medium,Archaic/Hellenistic,T12-154-1
12324,T12-154-1-A,Lekythos,rim,black glaze,Local,Medium,Archaic/Hellenistic,T12-154-1
12325,T12-154-1-A,Jug,handle root,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12326,T12-154-1-A,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12327,T12-154-1-A,Closed shape,rim,black glaze,Local,Medium,Archaic/Hellenistic,T12-154-1
12328,T12-154-1-A,Undetermined,wall,black figure,Corinthian,Poor,Archaic/Hellenistic,T12-154-1
12329,T12-154-1-A,Bowl,rim,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12330,T12-154-1-A,Closed shape,wall,painted,Local,Medium,Geometric,T12-154-1
12331,T12-154-1-A,Kylix,foot,painted,Undetermined,Medium,Late Bronze Age,T12-154-1
12332,T12-154-1-A,Tile,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12333,T12-154-1-A,Tile,wall,brown glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12334,T12-154-1-A,Stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-154-1
12335,T12-154-1-A,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12336,T12-154-1-A,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12337,T12-154-1-A,Undetermined,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12338,T12-154-1-A,Undetermined,wall,red glazed,Local,Poor,Archaic/Hellenistic,T12-154-1
12339,T12-154-1-A,Closed shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-1
12340,T12-154-1-A,Closed shape,wall,painted,Local,Poor,Archaic/Hellenistic,T12-154-1
12341,T12-154-1-A,Closed shape,wall,red glazed,Local,Poor,Archaic/Hellenistic,T12-154-1
12342,T12-154-1-A,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12343,T12-154-1-A,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-1
12344,T12-154-1-A,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-1
12345,T12-154-1-A,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-154-1
12346,T12-154-1-A,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-154-1
12347,T12-154-1-A,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-154-1
12348,T12-154-1-A,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-1
12349,T12-154-1-A,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-1
12350,T12-154-1-A,Pithos,wall,coarse,Local,Poor,Undetermined,T12-154-1
9553,T12-154-2-A,Shell,wall,Undetermined,Undetermined,Poor,Undetermined,T12-154-2
10403,T12-154-2-D,Undetermined,wall,plain,Attic,Poor,Archaic/Hellenistic,T12-154-2
10404,T12-154-2-D,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-2
10405,T12-154-2-D,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-2
10406,T12-154-2-D,Amphora,wall,plain,Attic,Poor,Archaic/Hellenistic,T12-154-2
10407,T12-154-2-D,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-154-2
10408,T12-154-2-D,Open shape,wall,red glazed,Attic,Poor,Archaic/Hellenistic,T12-154-2
10409,T12-154-2-D,Open shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-2
10410,T12-154-2-D,Closed shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-2
10411,T12-154-2-D,Undetermined,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-2
10412,T12-154-2-D,Cup,base,plain,Attic,Poor,Classical,T12-154-2
10413,T12-154-2-D,Cup,rim,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-2
10414,T12-154-2-D,Chytra,rim,cooking,Local,Medium,Undetermined,T12-154-2
10415,T12-154-2-D,Olpe,handle,plain,Attic,Medium,Classical,T12-154-2
10416,T12-154-2-D,Jug,rim,plain,Attic,Medium,Archaic/Hellenistic,T12-154-2
10417,T12-154-2-D,Closed shape,wall,Undetermined,Local,Medium,Middle Bronze Age,T12-154-2
10418,T12-154-2-D,Open shape,wall,Undetermined,Local,Medium,Prehistoric,T12-154-2
10548,T12-154-2-B,Undetermined,wall,black figure,Local,Poor,Archaic,T12-154-2
10549,T12-154-2-B,Skyphos,rim,plain,Local,Poor,Geometric/Archaic,T12-154-2
10550,T12-154-2-B,Tile,edge,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-2
10551,T12-154-2-B,Skyphos,base,red glazed,Local,Medium,Geometric/Archaic,T12-154-2
10552,T12-154-2-B,Tile,edge,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-2
10553,T12-154-2-B,Skyphos,handle,red glazed,Local,Poor,Archaic/Hellenistic,T12-154-2
10554,T12-154-2-B,Table amphora,base,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
10555,T12-154-2-B,Open shape,handle,red glazed,Local,Poor,Archaic,T12-154-2
10556,T12-154-2-B,Tile,edge,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-2
10557,T12-154-2-B,Undetermined,wall,cooking,Local,Poor,Bronze Age,T12-154-2
10558,T12-154-2-B,Undetermined,wall,cooking,Local,Poor,Bronze Age,T12-154-2
10559,T12-154-2-B,Table amphora,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-2
10560,T12-154-2-B,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
10561,T12-154-2-B,Closed shape,wall,painted,Local,Poor,Geometric/Archaic,T12-154-2
10562,T12-154-2-B,Open shape,wall,black glaze,Local,Poor,Geometric/Archaic,T12-154-2
10563,T12-154-2-B,Open shape,wall,black glaze,Local,Poor,Geometric/Archaic,T12-154-2
10564,T12-154-2-B,Open shape,wall,black glaze,Local,Poor,Geometric/Archaic,T12-154-2
10696,T12-154-2-A,Krater,rim,red glazed,Attic,Medium,Late Geometric,T12-154-2
10697,T12-154-2-A,Krater,handle,black glaze,Attic,Poor,Geometric/Archaic,T12-154-2
10698,T12-154-2-A,Kylix,handle,plain,Local,Poor,Late Bronze Age,T12-154-2
10699,T12-154-2-A,Cooking pot,handle,cooking,Local,Poor,Classical,T12-154-2
10700,T12-154-2-A,Kylix,rim,plain,Local,Poor,Archaic,T12-154-2
10701,T12-154-2-A,Cooking pot,handle,cooking,Local,Poor,Archaic/Hellenistic,T12-154-2
10702,T12-154-2-A,Kylix,carination,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
10703,T12-154-2-A,Cooking pot,base,cooking,Import,Poor,Classical,T12-154-2
10704,T12-154-2-A,Drinking vessel,neck,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
10705,T12-154-2-A,Kylix,rim,plain,Local,Medium,Archaic/Hellenistic,T12-154-2
10706,T12-154-2-A,Undetermined,wall,cooking,Import,Medium,Archaic/Hellenistic,T12-154-2
10707,T12-154-2-A,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
10708,T12-154-2-A,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-2
10709,T12-154-2-A,Undetermined,wall,coarse,Import,Poor,Bronze Age,T12-154-2
10710,T12-154-2-A,Undetermined,wall,cooking,Import,Poor,Classical,T12-154-2
10711,T12-154-2-A,Undetermined,wall,cooking,Import,Poor,Classical,T12-154-2
10712,T12-154-2-A,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-154-2
10713,T12-154-2-A,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-154-2
10714,T12-154-2-A,Undetermined,wall,brown glaze,Local,Poor,Archaic,T12-154-2
10715,T12-154-2-A,Closed shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-2
10716,T12-154-2-A,Undetermined,base,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-2
10717,T12-154-2-A,Undetermined,wall,red glazed,Attic,Poor,Archaic/Hellenistic,T12-154-2
12146,T12-154-2-C,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-2
12147,T12-154-2-C,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
12148,T12-154-2-C,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
12149,T12-154-2-C,Amphora,wall,plain,Corinthian,Medium,Archaic/Hellenistic,T12-154-2
12150,T12-154-2-C,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-154-2
12151,T12-154-2-C,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-154-2
12152,T12-154-2-C,Pithos,wall,coarse,Local,Poor,Prehistoric,T12-154-2
12153,T12-154-2-C,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-2
12154,T12-154-2-C,Open shape,wall,brown glaze,Local,Poor,Archaic/Hellenistic,T12-154-2
12155,T12-154-2-C,Closed shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-154-2
12156,T12-154-2-C,Open shape,wall,glazed,Local,Poor,Archaic/Hellenistic,T12-154-2
12157,T12-154-2-C,Amphora,wall,black glaze,Local,Poor,Classical,T12-154-2
12158,T12-154-2-C,Open shape,wall,cooking,Local,Poor,Bronze Age,T12-154-2
12159,T12-154-2-C,Juglet,handle,painted,Local,Medium,Geometric/Archaic,T12-154-2
12160,T12-154-2-C,Undetermined,rim,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
12161,T12-154-2-C,Undetermined,rim,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
12162,T12-154-2-C,Cup,base,black glaze,Attic,Poor,Classical,T12-154-2
12163,T12-154-2-C,Jar,handle,coarse,Local,Poor,Prehistoric,T12-154-2
12164,T12-154-2-C,Lekane,rim,glazed,Local,Poor,Archaic/Hellenistic,T12-154-2
12165,T12-154-2-C,Table amphora,rim,plain,Local,Poor,Archaic/Hellenistic,T12-154-2
12166,T12-154-2-C,Hydria,rim,cooking,Local,Medium,Classical,T12-154-2
10565,T12-154-3-B,Undetermined,wall,cooking,Import,Poor,Classical,T12-154-3
10566,T12-154-3-B,Undetermined,wall,coarse,Local,Poor,Archaic/Hellenistic,T12-154-3
10567,T12-154-3-B,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-3
10568,T12-154-3-B,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-3
10569,T12-154-3-B,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-154-3
10570,T12-154-3-B,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-154-3
10571,T12-154-3-B,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-154-3
10572,T12-154-3-B,Tile,wall,plain,Local,Poor,Classical,T12-154-3
10573,T12-154-3-B,Tile,wall,plain,Local,Poor,Classical,T12-154-3
10574,T12-154-3-B,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-154-3
10575,T12-154-3-B,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-154-3
10576,T12-154-3-B,Pithos,wall,coarse,Local,Medium,Archaic/Hellenistic,T12-154-3
10577,T12-154-3-B,Closed shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-3
10578,T12-154-3-B,Closed shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-3
10579,T12-154-3-B,Closed shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-3
10580,T12-154-3-B,Open shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-154-3
10581,T12-154-3-B,Kotyle,base,painted,Corinthian,Poor,Archaic,T12-154-3
10582,T12-154-3-B,Open shape,wall,red glazed,Attic,Poor,Archaic/Hellenistic,T12-154-3
10583,T12-154-3-B,Kylix,base,black glaze,Attic,Medium,Archaic/Hellenistic,T12-154-3
10584,T12-154-3-B,Drinking vessel,base,black glaze,Attic,Medium,Archaic/Hellenistic,T12-154-3
10585,T12-154-3-B,Drinking vessel,base,black glaze,Attic,Medium,Archaic/Hellenistic,T12-154-3
10586,T12-154-3-B,Drinking vessel,base,black glaze,Attic,Medium,Archaic/Hellenistic,T12-154-3
10587,T12-154-3-B,Drinking vessel,base,black glaze,Attic,Medium,Archaic/Hellenistic,T12-154-3
10588,T12-154-3-B,Juglet,handle,painted,Local,Medium,Archaic,T12-154-3
10589,T12-154-3-B,Closed shape,base,coarse,Local,Medium,Archaic/Hellenistic,T12-154-3
10590,T12-154-3-B,Lekanis,handle,painted,Corinthian,Medium,Archaic,T12-154-3
10591,T12-154-3-B,Kylix,handle,black glaze,Attic,Medium,Archaic/Hellenistic,T12-154-3
10592,T12-154-3-B,Drinking vessel,rim,black glaze,Local,Medium,Archaic,T12-154-3
10593,T12-154-3-B,Tile,edge,plain,Local,Poor,Classical,T12-154-3
10594,T12-154-3-B,Lid,rim,cooking,Import,Medium,Classical,T12-154-3
10595,T12-154-3-B,Jug,handle,cooking,Import,Poor,Classical,T12-154-3
10596,T12-154-3-B,Cooking pot,handle,coarse,Local,Medium,Bronze Age,T12-154-3
10597,T12-154-3-B,Drinking vessel,base,plain,Local,Poor,Archaic/Hellenistic,T12-154-3
10598,T12-154-3-B,Undetermined,base,plain,Local,Poor,Archaic/Hellenistic,T12-154-3
